id_captura,fecha,id_cliente,especie,peso,articulo_usado,zona
CAP-408,2025-01-11,C178,Calamar,1.36,A0007,Ria
CAP-409,2025-01-14,C178,Pulpo,4.37,A0007,Espigon
CAP-410,2024-11-25,C213,Calamar,1.14,A0005,Alta Mar
CAP-411,2024-12-06,C213,Pulpo,2.25,A0005,Playa
CAP-412,2024-12-01,C213,Pulpo,3.88,A0005,Espigon
CAP-413,2024-08-14,C275,Melva,0.75,A0027,Espigon
CAP-414,2024-09-05,C275,Bacoreta,1.38,A0027,Espigon
CAP-415,2024-09-02,C275,Bonito del Norte,7.59,A0027,Espigon
CAP-416,2024-09-08,C275,Llampuga,2.02,A0027,Alta Mar
CAP-417,2024-08-14,C176,Denton,4.14,A0032,Alta Mar
CAP-418,2024-08-09,C176,Serviola,1.29,A0032,Ria
CAP-419,2024-08-08,C176,Mero,10.11,A0032,Alta Mar
CAP-420,2024-08-15,C176,Serviola,1.48,A0032,Espigon
CAP-421,2024-12-30,C184,Jurel,1.15,A0013,Playa
CAP-422,2024-12-28,C184,Lubina,4.99,A0013,Playa
CAP-423,2025-01-25,C184,Jurel,1.94,A0013,Playa
CAP-424,2025-01-13,C184,Serviola,1.6,A0013,Espigon
CAP-425,2024-10-06,C135,Llampuga,5.25,A0027,Alta Mar
CAP-426,2024-10-14,C135,Llampuga,4.62,A0027,Playa
CAP-427,2024-10-02,C135,Bacoreta,1.74,A0027,Ria
CAP-428,2024-03-09,C204,Pulpo,3.57,A0002,Espigon
CAP-429,2024-03-15,C204,Calamar,0.9,A0002,Alta Mar
CAP-430,2025-01-21,C124,Denton,3.03,A0033,Espigon
CAP-431,2024-05-16,C236,Herrera,0.33,A0022,Ria
CAP-432,2024-05-16,C236,Herrera,0.35,A0022,Alta Mar
CAP-433,2024-05-08,C236,Herrera,0.35,A0022,Espigon
CAP-434,2024-06-01,C236,Sargo,0.41,A0022,Alta Mar
CAP-435,2024-05-27,C236,Sargo,0.5,A0022,Espigon
CAP-436,2024-05-16,C236,Herrera,0.77,A0022,Ria
CAP-437,2024-09-07,C001,Jurel,1.16,A0014,Ria
CAP-438,2024-09-25,C001,Anjova,2.27,A0014,Espigon
CAP-439,2024-09-02,C287,Bacoreta,1.41,A0028,Ria
CAP-440,2024-11-10,C132,Sama,5.97,A0030,Espigon
CAP-441,2024-10-22,C076,Mero,5.41,A0033,Playa
CAP-442,2025-01-01,C156,Calamar,0.42,A0002,Alta Mar
CAP-443,2024-12-19,C156,Calamar,0.99,A0002,Espigon
CAP-444,2025-01-01,C156,Calamar,1.28,A0002,Alta Mar
CAP-445,2024-12-22,C156,Calamar,0.77,A0002,Alta Mar
CAP-446,2025-01-18,C156,Sepia,1.03,A0002,Alta Mar
CAP-447,2025-01-24,C156,Calamar,0.95,A0002,Espigon
CAP-448,2024-07-04,C058,Denton,7.48,A0033,Espigon
CAP-449,2024-07-07,C058,Serviola,1.24,A0033,Playa
CAP-450,2024-07-02,C165,Denton,7.51,A0032,Alta Mar
CAP-451,2024-07-03,C165,Serviola,1.7,A0032,Playa
CAP-452,2024-09-28,C017,Herrera,0.59,A0022,Playa
CAP-453,2024-10-09,C017,Herrera,0.78,A0022,Espigon
CAP-454,2024-10-16,C017,Lubina,2.87,A0022,Espigon
CAP-455,2024-10-02,C017,Corvina,14.89,A0022,Espigon
CAP-456,2024-08-30,C035,Pargo,1.84,A0030,Alta Mar
CAP-457,2024-09-09,C035,San Pedro,2.33,A0030,Alta Mar
CAP-458,2024-03-30,C213,Sepia,0.6,A0002,Ria
CAP-459,2024-03-12,C213,Calamar,0.48,A0002,Alta Mar
CAP-460,2024-03-10,C213,Calamar,0.22,A0002,Ria
CAP-461,2024-11-10,C080,San Pedro,1.93,A0030,Alta Mar
CAP-462,2024-08-06,C081,Bonito del Norte,7.23,A0027,Espigon
CAP-463,2024-08-29,C081,Llampuga,4.86,A0027,Playa
CAP-464,2024-09-02,C081,Llampuga,3.09,A0027,Alta Mar
CAP-465,2024-02-23,C298,Calamar,1.28,A0003,Espigon
CAP-466,2024-02-27,C298,Calamar,1.32,A0003,Espigon
CAP-467,2024-03-01,C298,Calamar,0.5,A0003,Alta Mar
CAP-468,2024-06-02,C214,Mero,7.58,A0033,Espigon
CAP-469,2024-06-28,C214,Denton,4.53,A0033,Espigon
CAP-470,2024-12-08,C062,Denton,4.73,A0031,Ria
CAP-471,2024-10-08,C153,Calamar,1.21,A0002,Ria
CAP-472,2024-10-10,C153,Calamar,0.77,A0002,Ria
CAP-473,2024-12-09,C070,Calamar,1.42,A0001,Ria
CAP-474,2024-12-17,C070,Pulpo,2.0,A0001,Ria
CAP-475,2024-10-05,C118,Sargo,0.97,A0022,Espigon
CAP-476,2024-10-10,C118,Sargo,0.67,A0022,Alta Mar
CAP-477,2024-09-27,C118,Corvina,5.6,A0022,Alta Mar
CAP-478,2024-10-19,C118,Dorada,2.89,A0022,Ria
CAP-479,2024-11-02,C044,Baila,1.84,A0016,Espigon
CAP-480,2024-07-08,C114,Sama,7.02,A0030,Playa
CAP-481,2024-07-09,C114,Denton,5.37,A0030,Playa
CAP-482,2024-07-14,C071,Bonito del Norte,12.64,A0028,Alta Mar
CAP-483,2024-08-02,C071,Llampuga,7.12,A0028,Alta Mar
CAP-484,2024-02-29,C212,Pulpo,4.43,A0002,Espigon
CAP-485,2024-02-21,C115,Calamar,0.81,A0002,Espigon
CAP-486,2024-02-09,C115,Calamar,1.2,A0002,Espigon
CAP-487,2024-02-29,C115,Sepia,0.64,A0002,Playa
CAP-488,2024-02-22,C115,Sepia,0.44,A0002,Ria
CAP-489,2024-02-22,C115,Sepia,1.81,A0002,Alta Mar
CAP-490,2024-02-11,C115,Sepia,1.55,A0002,Alta Mar
CAP-491,2024-03-05,C115,Sepia,1.79,A0002,Ria
CAP-492,2024-02-24,C115,Sepia,0.92,A0002,Alta Mar
CAP-493,2024-02-28,C060,Calamar,0.34,A0001,Espigon
CAP-494,2024-03-28,C060,Calamar,1.4,A0001,Playa
CAP-495,2024-04-06,C181,San Pedro,1.16,A0030,Alta Mar
CAP-496,2024-04-26,C181,Pargo,1.74,A0030,Playa
CAP-497,2024-10-11,C086,Bacoreta,0.92,A0027,Playa
CAP-498,2024-09-30,C086,Bacoreta,1.41,A0027,Playa
CAP-499,2024-10-02,C086,Melva,1.84,A0027,Ria
CAP-500,2024-02-16,C242,Mabra,1.74,A0022,Espigon
CAP-501,2024-01-25,C242,Mabra,0.72,A0022,Ria
CAP-502,2024-02-13,C242,Dorada,1.55,A0022,Espigon
CAP-503,2024-09-13,C171,Serviola,1.29,A0032,Espigon
CAP-504,2024-03-29,C100,Sargo,1.17,A0022,Alta Mar
CAP-505,2024-04-09,C100,Mabra,1.57,A0022,Alta Mar
CAP-506,2024-04-16,C100,Mabra,0.58,A0022,Alta Mar
CAP-507,2024-04-02,C100,Mabra,1.26,A0022,Playa
CAP-508,2024-04-14,C100,Herrera,0.21,A0022,Ria
CAP-509,2024-05-02,C100,Herrera,0.8,A0022,Alta Mar
CAP-510,2024-05-08,C100,Herrera,0.32,A0022,Ria
CAP-511,2024-03-07,C290,Pulpo,1.93,A0004,Espigon
CAP-512,2024-07-12,C292,Bacoreta,1.62,A0027,Espigon
CAP-513,2024-07-10,C292,Bacoreta,1.41,A0027,Ria
CAP-514,2024-03-02,C235,Calamar,1.39,A0004,Alta Mar
CAP-515,2024-02-14,C235,Calamar,0.69,A0004,Espigon
CAP-516,2024-12-26,C036,Pargo,1.53,A0030,Playa
CAP-517,2025-01-10,C036,Sama,9.97,A0030,Ria
CAP-518,2025-01-20,C036,Cabrilla,0.82,A0030,Alta Mar
CAP-519,2025-01-02,C209,Calamar,0.96,A0005,Playa
CAP-520,2024-12-28,C184,Mabra,1.7,A0021,Alta Mar
CAP-521,2025-02-01,C184,Mabra,1.8,A0021,Alta Mar
CAP-522,2025-01-18,C184,Mabra,1.81,A0021,Alta Mar
CAP-523,2025-01-24,C184,Mabra,1.96,A0021,Alta Mar
CAP-524,2025-01-21,C184,Herrera,0.23,A0021,Playa
CAP-525,2025-02-02,C184,Herrera,0.64,A0021,Alta Mar
CAP-526,2024-06-15,C295,Espeton,1.35,A0018,Alta Mar
CAP-527,2024-06-16,C295,Anjova,4.8,A0018,Playa
CAP-528,2024-06-06,C295,Palometon,10.34,A0018,Alta Mar
CAP-529,2024-12-11,C232,Pulpo,4.14,A0004,Ria
CAP-530,2024-06-16,C091,Serviola,0.62,A0033,Playa
CAP-531,2024-06-27,C091,Serviola,0.52,A0033,Espigon
CAP-532,2024-07-03,C091,Denton,2.88,A0033,Espigon
CAP-533,2024-07-31,C091,Serviola,1.75,A0033,Alta Mar
CAP-534,2024-08-20,C242,Espeton,1.26,A0012,Playa
CAP-535,2024-08-29,C242,Lubina,3.08,A0012,Ria
CAP-536,2024-08-19,C286,Mero,9.08,A0030,Espigon
CAP-537,2024-08-25,C286,Cabrilla,1.75,A0030,Espigon
CAP-538,2024-06-04,C088,Denton,7.27,A0033,Playa
CAP-539,2024-09-20,C091,Mero,10.83,A0033,Ria
CAP-540,2024-10-25,C032,Herrera,0.58,A0021,Alta Mar
CAP-541,2024-10-28,C032,Herrera,0.54,A0021,Espigon
CAP-542,2024-11-21,C032,Herrera,0.39,A0021,Ria
CAP-543,2024-11-18,C214,Serviola,1.69,A0033,Ria
CAP-544,2024-12-09,C214,Serviola,0.74,A0033,Ria
CAP-545,2024-09-01,C219,Bacoreta,0.63,A0026,Alta Mar
CAP-546,2024-08-31,C219,Llampuga,7.35,A0026,Espigon
CAP-547,2024-09-16,C219,Llampuga,3.73,A0026,Espigon
CAP-548,2024-04-23,C090,Cabrilla,1.49,A0030,Playa
CAP-549,2024-04-13,C090,San Pedro,2.08,A0030,Espigon
CAP-550,2024-07-19,C019,Llampuga,8.12,A0026,Espigon
CAP-551,2024-08-06,C019,Bonito del Norte,9.78,A0026,Ria
CAP-552,2024-08-10,C019,Llampuga,2.36,A0026,Playa
CAP-553,2024-07-15,C123,Bonito del Norte,14.23,A0028,Ria
CAP-554,2024-07-16,C123,Bonito del Norte,10.75,A0028,Ria
CAP-555,2024-07-25,C123,Llampuga,9.73,A0028,Espigon
CAP-556,2024-06-16,C219,Marlin Blanco,48.51,A0028,Playa
CAP-557,2024-07-09,C219,Bacoreta,0.73,A0028,Ria
CAP-558,2024-07-11,C219,Bonito del Norte,5.89,A0028,Espigon
CAP-559,2024-07-15,C219,Bonito del Norte,9.95,A0028,Ria
CAP-560,2024-04-10,C172,Jurel,1.83,A0014,Ria
CAP-561,2024-09-01,C112,Pargo,1.7,A0030,Playa
CAP-562,2024-09-01,C112,Denton,1.72,A0030,Alta Mar
CAP-563,2024-11-12,C148,Denton,5.53,A0032,Espigon
CAP-564,2024-12-30,C213,Pulpo,4.8,A0005,Espigon
CAP-565,2024-12-22,C213,Pulpo,2.41,A0005,Alta Mar
CAP-566,2024-04-01,C003,Pargo,1.63,A0031,Espigon
CAP-567,2024-03-14,C003,Pargo,0.74,A0031,Ria
CAP-568,2024-04-04,C003,Denton,3.31,A0031,Ria
CAP-569,2024-07-19,C197,Llampuga,7.66,A0026,Espigon
CAP-570,2024-07-28,C197,Bacoreta,0.89,A0026,Playa
CAP-571,2024-08-30,C195,Llampuga,2.33,A0027,Espigon
CAP-572,2024-08-19,C195,Llampuga,2.6,A0027,Espigon
CAP-573,2024-09-14,C195,Bonito del Norte,8.88,A0027,Playa
CAP-574,2024-08-16,C135,Llampuga,5.94,A0028,Ria
CAP-575,2024-09-05,C135,Bonito del Norte,12.76,A0028,Espigon
CAP-576,2024-09-16,C135,Bonito del Norte,14.38,A0028,Ria
CAP-577,2024-03-01,C139,Sepia,1.4,A0003,Espigon
CAP-578,2024-08-02,C116,Marlin Blanco,45.35,A0028,Playa
CAP-579,2024-07-31,C116,Llampuga,8.47,A0028,Espigon
CAP-580,2024-03-07,C034,Cabrilla,1.23,A0030,Espigon
CAP-581,2024-09-19,C139,Cabrilla,0.81,A0031,Espigon
CAP-582,2024-02-25,C269,Denton,4.74,A0033,Alta Mar
CAP-583,2024-03-04,C269,Denton,7.07,A0033,Alta Mar
CAP-584,2024-09-08,C029,Melva,0.94,A0026,Alta Mar
CAP-585,2024-05-26,C204,Lubina,2.81,A0017,Ria
CAP-586,2024-06-14,C204,Lubina,3.09,A0017,Playa
CAP-587,2024-06-19,C204,Serviola,1.15,A0017,Espigon
CAP-588,2024-06-01,C204,Jurel,1.18,A0017,Ria
CAP-589,2024-07-20,C151,Serviola,1.71,A0032,Alta Mar
CAP-590,2024-09-11,C186,Serviola,1.01,A0033,Ria
CAP-591,2024-10-10,C186,Denton,2.74,A0033,Espigon
CAP-592,2024-10-18,C186,Denton,6.79,A0033,Ria
CAP-593,2024-11-22,C153,Sepia,1.59,A0003,Espigon
CAP-594,2024-11-20,C153,Sepia,0.64,A0003,Playa
CAP-595,2024-04-06,C279,Mabra,1.51,A0022,Playa
CAP-596,2024-03-11,C279,Mabra,1.04,A0022,Playa
CAP-597,2024-08-18,C197,Bonito del Norte,6.14,A0026,Playa
CAP-598,2024-08-26,C197,Bonito del Norte,7.19,A0026,Ria
CAP-599,2024-08-31,C197,Bonito del Norte,8.0,A0026,Ria
CAP-600,2024-09-09,C197,Bonito del Norte,9.39,A0026,Ria
CAP-601,2024-12-02,C180,Serviola,0.63,A0032,Espigon
CAP-602,2024-02-20,C216,Mabra,1.8,A0022,Alta Mar
CAP-603,2024-03-10,C216,Dorada,0.49,A0022,Ria
CAP-604,2024-07-10,C249,Mabra,1.15,A0022,Playa
CAP-605,2024-07-11,C249,Mabra,1.11,A0022,Playa
CAP-606,2024-07-06,C249,Mabra,1.67,A0022,Playa
CAP-607,2024-08-03,C249,Herrera,0.32,A0022,Alta Mar
CAP-608,2024-05-26,C216,Serviola,1.2,A0032,Playa
CAP-609,2024-08-15,C267,Dorada,0.86,A0022,Ria
CAP-610,2024-01-30,C167,Jurel,0.89,A0016,Espigon
CAP-611,2024-02-15,C167,Lubina,0.58,A0016,Ria
CAP-612,2025-01-01,C183,Baila,0.67,A0012,Playa
CAP-613,2024-07-15,C299,Anjova,6.88,A0012,Alta Mar
CAP-614,2024-07-10,C299,Palometon,14.46,A0012,Playa
CAP-615,2024-07-15,C299,Anjova,5.89,A0012,Alta Mar
CAP-616,2024-06-05,C277,Lubina,1.98,A0016,Alta Mar
CAP-617,2024-05-23,C277,Espeton,0.68,A0016,Ria
CAP-618,2024-10-23,C221,Sepia,1.54,A0001,Ria
CAP-619,2024-10-20,C221,Pulpo,1.0,A0001,Playa
CAP-620,2024-10-04,C245,Dorada,0.4,A0022,Espigon
CAP-621,2024-10-07,C245,Herrera,0.46,A0022,Ria
CAP-622,2024-09-28,C245,Herrera,0.68,A0022,Playa
CAP-623,2024-10-03,C245,Herrera,0.67,A0022,Playa
CAP-624,2024-10-02,C245,Herrera,0.26,A0022,Ria
CAP-625,2024-10-11,C245,Mabra,1.94,A0022,Espigon
CAP-626,2025-01-15,C141,Calamar,0.46,A0006,Playa
CAP-627,2025-01-04,C141,Calamar,1.48,A0006,Alta Mar
CAP-628,2025-01-04,C221,Calamar,0.6,A0003,Alta Mar
CAP-629,2025-01-19,C221,Calamar,0.54,A0003,Espigon
CAP-630,2025-01-13,C174,Denton,5.55,A0032,Ria
CAP-631,2024-08-18,C067,Lubina,1.23,A0010,Espigon
CAP-632,2024-08-04,C067,Jurel,1.96,A0010,Ria
CAP-633,2024-11-06,C276,Mero,7.41,A0030,Espigon
CAP-634,2024-11-02,C276,Gallineta,1.12,A0030,Alta Mar
CAP-635,2024-11-23,C276,Pargo,0.54,A0030,Espigon
CAP-636,2024-07-09,C210,Sama,3.65,A0030,Espigon
CAP-637,2024-07-17,C210,Sama,9.49,A0030,Espigon
CAP-638,2024-07-11,C210,Pargo,1.0,A0030,Playa
CAP-639,2024-04-12,C174,Denton,6.29,A0033,Ria
CAP-640,2024-05-03,C174,Serviola,1.22,A0033,Playa
CAP-641,2024-05-22,C174,Denton,2.75,A0033,Ria
CAP-642,2024-11-09,C200,Sargo,0.78,A0022,Playa
CAP-643,2024-11-17,C200,Sargo,0.55,A0022,Alta Mar
CAP-644,2024-11-30,C200,Sargo,0.61,A0022,Espigon
CAP-645,2024-12-06,C200,Herrera,0.5,A0022,Espigon
CAP-646,2024-11-21,C200,Herrera,0.75,A0022,Espigon
CAP-647,2024-11-21,C200,Herrera,0.54,A0022,Ria
CAP-648,2024-12-02,C200,Mabra,1.49,A0022,Playa
CAP-649,2024-12-02,C200,Mabra,1.6,A0022,Espigon
CAP-650,2024-02-11,C241,Sepia,1.77,A0001,Playa
CAP-651,2024-03-08,C241,Sepia,0.97,A0001,Playa
CAP-652,2024-03-14,C241,Calamar,0.63,A0001,Espigon
CAP-653,2024-03-22,C003,Denton,6.05,A0030,Ria
CAP-654,2024-09-26,C093,Serviola,1.08,A0033,Alta Mar
CAP-655,2024-02-27,C028,Pulpo,1.66,A0004,Espigon
CAP-656,2024-02-05,C028,Pulpo,3.33,A0004,Alta Mar
CAP-657,2024-07-13,C276,Sargo,0.94,A0021,Alta Mar
CAP-658,2024-09-23,C089,Jurel,1.72,A0018,Ria
CAP-659,2024-09-08,C209,Espeton,1.76,A0012,Ria
CAP-660,2024-09-09,C209,Lubina,4.43,A0012,Alta Mar
CAP-661,2024-10-15,C042,Bacoreta,1.54,A0026,Espigon
CAP-662,2024-10-18,C042,Bonito del Norte,12.16,A0026,Espigon
CAP-663,2024-06-05,C240,Sama,6.29,A0030,Playa
CAP-664,2024-02-15,C239,Sepia,1.8,A0002,Espigon
CAP-665,2024-02-25,C239,Sepia,0.38,A0002,Espigon
CAP-666,2024-02-13,C239,Sepia,0.79,A0002,Ria
CAP-667,2024-02-16,C239,Sepia,0.45,A0002,Espigon
CAP-668,2024-03-04,C239,Sepia,0.57,A0002,Alta Mar
CAP-669,2024-02-15,C239,Sepia,1.32,A0002,Playa
CAP-670,2024-07-11,C022,Llampuga,7.01,A0026,Alta Mar
CAP-671,2024-07-14,C022,Melva,1.68,A0026,Ria
CAP-672,2024-07-18,C022,Marlin Blanco,46.04,A0026,Espigon
CAP-673,2024-07-24,C022,Llampuga,2.22,A0026,Alta Mar
CAP-674,2024-06-16,C154,Denton,4.89,A0032,Alta Mar
CAP-675,2024-05-10,C251,Serviola,1.57,A0032,Espigon
CAP-676,2024-09-01,C074,Bonito del Norte,14.7,A0026,Playa
CAP-677,2024-09-25,C074,Bonito del Norte,7.92,A0026,Espigon
CAP-678,2024-01-31,C026,Sepia,1.92,A0005,Ria
CAP-679,2024-03-24,C155,Serviola,0.92,A0033,Alta Mar
CAP-680,2024-04-19,C155,Denton,7.43,A0033,Espigon
CAP-681,2024-03-18,C080,Calamar,0.7,A0006,Ria
CAP-682,2024-03-04,C080,Calamar,1.21,A0006,Ria
CAP-683,2024-06-07,C193,Serviola,0.59,A0032,Alta Mar
CAP-684,2024-06-24,C234,Herrera,0.41,A0021,Ria
CAP-685,2024-06-29,C234,Herrera,0.56,A0021,Ria
CAP-686,2024-07-09,C234,Dorada,2.37,A0021,Playa
CAP-687,2024-08-03,C234,Sargo,0.61,A0021,Espigon
CAP-688,2024-07-30,C234,Sargo,0.9,A0021,Espigon
CAP-689,2024-07-24,C234,Herrera,0.31,A0021,Ria
CAP-690,2024-07-26,C234,Herrera,0.25,A0021,Alta Mar
CAP-691,2024-09-05,C110,Mabra,1.2,A0022,Ria
CAP-692,2024-09-08,C110,Herrera,0.53,A0022,Ria
CAP-693,2024-05-09,C050,Sargo,0.69,A0021,Alta Mar
CAP-694,2024-05-05,C050,Sargo,0.87,A0021,Ria
CAP-695,2024-05-11,C050,Sargo,0.48,A0021,Ria
CAP-696,2024-03-22,C035,Cabrilla,0.66,A0030,Espigon
CAP-697,2024-04-08,C035,Cabrilla,0.73,A0030,Espigon
CAP-698,2024-08-13,C177,Bonito del Norte,8.98,A0027,Espigon
CAP-699,2024-08-13,C177,Llampuga,6.9,A0027,Playa
CAP-700,2024-09-06,C177,Bacoreta,1.2,A0027,Ria
CAP-701,2024-03-23,C001,Lubina,0.92,A0016,Alta Mar
CAP-702,2024-03-29,C001,Lubina,3.46,A0016,Ria
CAP-703,2024-04-21,C001,Palometon,5.19,A0016,Playa
CAP-704,2024-04-01,C001,Palometon,14.64,A0016,Playa
CAP-705,2024-05-04,C001,Jurel,1.09,A0016,Alta Mar
CAP-706,2024-08-12,C101,Serviola,0.97,A0033,Espigon
CAP-707,2024-01-29,C149,Denton,3.19,A0033,Ria
CAP-708,2024-02-12,C149,Denton,5.76,A0033,Alta Mar
CAP-709,2024-02-08,C280,Calamar,1.07,A0004,Ria
CAP-710,2024-01-08,C059,Herrera,0.55,A0022,Ria
CAP-711,2024-02-22,C231,Sargo,0.81,A0022,Espigon
CAP-712,2024-12-19,C228,San Pedro,1.43,A0031,Alta Mar
CAP-713,2024-04-11,C093,Serviola,1.28,A0033,Ria
CAP-714,2024-05-16,C093,Denton,7.95,A0033,Espigon
CAP-715,2024-02-25,C227,Mero,10.63,A0032,Alta Mar
CAP-716,2024-03-28,C227,Denton,4.42,A0032,Alta Mar
CAP-717,2024-09-08,C174,Serviola,1.03,A0032,Ria
CAP-718,2024-09-17,C174,Serviola,1.61,A0032,Alta Mar
CAP-719,2024-12-04,C086,Calamar,0.98,A0005,Playa
CAP-720,2024-09-06,C107,Bonito del Norte,4.01,A0027,Espigon
CAP-721,2024-07-21,C146,Bonito del Norte,4.61,A0028,Ria
CAP-722,2024-08-01,C146,Bonito del Norte,12.88,A0028,Playa
CAP-723,2024-08-20,C146,Bacoreta,1.89,A0028,Ria
CAP-724,2024-03-08,C100,Herrera,0.34,A0022,Ria
CAP-725,2024-02-29,C100,Herrera,0.54,A0022,Ria
CAP-726,2024-03-15,C100,Herrera,0.43,A0022,Espigon
CAP-727,2024-02-22,C270,Calamar,0.99,A0001,Playa
CAP-728,2024-03-07,C270,Calamar,1.19,A0001,Ria
CAP-729,2024-02-26,C270,Calamar,1.18,A0001,Ria
CAP-730,2024-06-05,C041,Denton,4.82,A0033,Espigon
CAP-731,2024-06-15,C041,Serviola,1.98,A0033,Ria
CAP-732,2024-06-12,C041,Serviola,0.71,A0033,Espigon
CAP-733,2024-05-30,C256,Sama,6.32,A0031,Alta Mar
CAP-734,2024-06-20,C256,Sama,7.93,A0031,Alta Mar
CAP-735,2024-06-18,C256,Pargo,1.56,A0031,Playa
CAP-736,2024-11-10,C171,Denton,4.12,A0032,Espigon
CAP-737,2024-11-23,C171,Serviola,1.63,A0032,Alta Mar
CAP-738,2025-01-06,C114,Denton,7.18,A0033,Ria
CAP-739,2025-01-11,C114,Denton,1.6,A0033,Alta Mar
CAP-740,2024-05-17,C293,Sama,7.67,A0030,Playa
CAP-741,2024-03-02,C176,Lubina,4.37,A0016,Playa
CAP-742,2024-03-21,C176,Palometon,13.17,A0016,Ria
CAP-743,2024-11-18,C094,Calamar,0.76,A0001,Ria
CAP-744,2024-02-19,C018,Serviola,1.76,A0033,Alta Mar
CAP-745,2024-07-19,C083,Herrera,0.28,A0022,Espigon
CAP-746,2024-07-28,C083,Dorada,2.77,A0022,Espigon
CAP-747,2024-08-03,C083,Dorada,1.83,A0022,Playa
CAP-748,2024-08-02,C083,Dorada,2.6,A0022,Alta Mar
CAP-749,2024-02-12,C157,Baila,0.78,A0017,Espigon
CAP-750,2024-12-18,C087,Sepia,1.81,A0007,Espigon
CAP-751,2024-12-25,C087,Sepia,1.24,A0007,Espigon
CAP-752,2024-07-09,C005,Denton,3.5,A0033,Espigon
CAP-753,2024-07-20,C005,Denton,2.52,A0033,Ria
CAP-754,2024-09-12,C196,Melva,1.78,A0028,Playa
CAP-755,2024-11-19,C192,Lubina,2.66,A0012,Playa
CAP-756,2024-11-12,C192,Espeton,1.92,A0012,Playa
CAP-757,2024-10-12,C202,Sepia,1.52,A0005,Ria
CAP-758,2024-11-06,C202,Calamar,1.18,A0005,Playa
CAP-759,2024-05-29,C040,Jurel,0.9,A0014,Espigon
CAP-760,2024-11-10,C168,Lubina,2.89,A0016,Espigon
CAP-761,2024-11-17,C168,Anjova,2.64,A0016,Espigon
CAP-762,2024-08-31,C026,Mero,6.28,A0033,Ria
CAP-763,2024-09-04,C026,Serviola,0.86,A0033,Ria
CAP-764,2024-04-26,C085,Cabrilla,1.55,A0030,Ria
CAP-765,2024-04-30,C085,Sama,5.9,A0030,Ria
CAP-766,2024-05-25,C085,Cabrilla,1.73,A0030,Playa
CAP-767,2024-03-16,C089,Anjova,6.68,A0015,Ria
CAP-768,2024-03-18,C089,Espeton,1.63,A0015,Alta Mar
CAP-769,2024-03-31,C214,Serviola,1.77,A0032,Playa
CAP-770,2024-04-10,C214,Mero,6.0,A0032,Ria
CAP-771,2024-04-24,C214,Denton,3.68,A0032,Playa
CAP-772,2024-08-29,C101,Serviola,1.28,A0032,Ria
CAP-773,2024-11-04,C036,Cabrilla,1.9,A0030,Espigon
CAP-774,2024-06-03,C227,Denton,3.25,A0032,Ria
CAP-775,2024-05-14,C227,Serviola,1.71,A0032,Ria
CAP-776,2024-12-27,C044,Espeton,1.05,A0013,Playa
CAP-777,2024-12-19,C044,Lubina,1.33,A0013,Alta Mar
CAP-778,2025-01-15,C044,Serviola,0.75,A0013,Ria
CAP-779,2024-11-04,C043,Baila,0.56,A0014,Playa
CAP-780,2024-11-08,C043,Espeton,0.81,A0014,Alta Mar
CAP-781,2024-01-26,C053,Mero,7.13,A0033,Espigon
CAP-782,2024-02-05,C053,Mero,13.67,A0033,Ria
CAP-783,2024-01-30,C053,Denton,7.25,A0033,Playa
CAP-784,2024-01-26,C101,Denton,2.86,A0033,Espigon
CAP-785,2024-02-01,C101,Serviola,1.63,A0033,Playa
CAP-786,2025-01-02,C128,Serviola,1.35,A0016,Ria
CAP-787,2025-01-09,C128,Lubina,1.98,A0016,Alta Mar
CAP-788,2025-01-12,C128,Espeton,0.75,A0016,Alta Mar
CAP-789,2024-03-29,C166,Anjova,4.53,A0013,Espigon
CAP-790,2024-03-30,C166,Anjova,3.76,A0013,Playa
CAP-791,2024-04-12,C166,Espeton,0.57,A0013,Ria
CAP-792,2024-05-06,C166,Lubina,3.16,A0013,Ria
CAP-793,2024-05-01,C166,Palometon,5.42,A0013,Espigon
CAP-794,2024-05-19,C158,Serviola,0.94,A0032,Playa
CAP-795,2024-10-23,C097,Bacoreta,0.84,A0028,Alta Mar
CAP-796,2025-01-02,C084,Herrera,0.32,A0021,Espigon
CAP-797,2024-12-27,C084,Herrera,0.3,A0021,Alta Mar
CAP-798,2025-01-19,C084,Herrera,0.79,A0021,Ria
CAP-799,2024-04-25,C130,Anjova,2.69,A0012,Alta Mar
CAP-800,2024-12-28,C098,Lubina,0.72,A0018,Ria
CAP-801,2024-09-14,C223,Mero,12.24,A0032,Espigon
CAP-802,2024-09-19,C029,Bonito del Norte,11.6,A0028,Espigon
CAP-803,2024-09-18,C029,Bonito del Norte,6.36,A0028,Alta Mar
CAP-804,2024-07-05,C287,Llampuga,9.86,A0028,Playa
CAP-805,2024-07-18,C287,Llampuga,3.68,A0028,Alta Mar
CAP-806,2024-07-20,C287,Melva,1.94,A0028,Alta Mar
CAP-807,2024-12-24,C296,Calamar,0.59,A0006,Espigon
CAP-808,2025-01-15,C296,Calamar,0.99,A0006,Ria
CAP-809,2025-01-17,C296,Calamar,0.42,A0006,Espigon
CAP-810,2024-09-14,C275,Bonito del Norte,13.88,A0028,Ria
CAP-811,2024-03-03,C034,Gallineta,0.73,A0030,Espigon
CAP-812,2024-01-23,C047,Calamar,1.43,A0002,Playa
CAP-813,2024-02-03,C047,Calamar,0.4,A0002,Espigon
CAP-814,2024-02-03,C047,Calamar,0.23,A0002,Ria
